repo_id,actor_id,Core_Contributors
26944422,9339661,3
26945962,5619798,1
26978339,9452791,1
26980932,8013350,1
26987949,2677430,1
26993003,8442263,1
26995510,1334884,5
26998114,9135474,3
27003795,5346747,1
27007136,5023718,1
27007413,8148855,1
27008640,5114528,2
27011869,160338,1
27017012,6386297,1
27017271,3375973,1
27019565,7912701,1
27020670,8248318,1
27021189,1176337,2
27027721,42846,1
27032782,6394023,2
27038736,126802,1
27043454,7762231,1
27044282,4636406,1
27050398,7697146,1
27055032,6724367,2
27056061,4616229,1
27057487,193480,1
27058156,7000887,1
27059138,7336721,2
27059641,8683432,1
27064729,1518183,1
27093512,584009,7
27096824,6841829,3
27102916,622120,2
27103377,3627377,1
27105028,7594729,2
27106216,3739254,1
27108467,8650510,1
27114957,383994,1
27125072,972314,1
27126657,9947271,2
27141302,889804,1
27141908,732173,1
27144213,7094265,1
27144533,5065328,1
27145416,5490627,1
27146749,3758576,1
27146993,9000293,6
27149627,5349561,1
27150469,6520916,3
27157557,8656677,1
27171508,8078764,1
27176472,430267,2
27187895,6009785,1
27188826,1220886,2
27191539,597897,1
27192539,810348,1
27200127,602423,1
27200526,7441147,1
27200556,9925986,2
27211608,750319,1
27216319,1257913,1
27217005,2672306,1
27220218,6128538,1
27236732,3677334,1
27242935,6509618,6
27254593,3467784,3
27256236,6069593,1
27256517,6069593,1
27256636,6069593,1
27265481,1505137,2
27280919,9409473,1
27282606,4229405,1
27287395,3960243,1
27287679,3960243,1
27288264,1269896,1
27289261,512573,1
27291887,1225898,1
27310102,5720924,1
27314239,3503781,4
27315397,5661825,1
27317659,6536597,1
27320819,6598297,1
27322641,2955890,1
27332639,5049548,1
27344671,6016690,1
27349174,7587082,1
27355650,8683580,1
27356124,680525,2
27364941,2376591,1
27367962,5625263,2
27384581,1457425,1
27407975,8526819,1
27409568,1201934,1
27416733,711295,1
27418269,2624357,3
27423766,4178251,1
27432101,6436073,1
27440702,10049531,5
27447751,5635733,1
27456039,2762492,1
27456612,471685,1
27460855,10053946,1
27465200,9190378,1
27466442,3425571,1
27470715,3656079,1
27477541,8955320,1
27485887,58937,1
27492076,89142,1
27506269,6069593,1
27506388,6069593,1
27507850,7737874,2
27508020,6069593,1
27511719,378310,11
27514241,4055382,2
27524578,3188588,1
27546224,24908,1
27547938,447540,1
27550173,723113,1
27552091,7751315,5
27553648,249285,1
27563217,7218837,1
27569160,5231841,1
27572489,10082177,1
27575221,1371300,2
27577265,7694377,1
27580442,10043058,1
27589092,9959680,1
27590609,3024032,1
27590695,7421004,3
27609108,5473908,1
27614389,9852059,1
27618890,4380972,3
27619774,7897638,2
27626910,277474,3
27637169,1511745,2
27638086,184107,4
27649053,10100503,1
27650144,2401369,2
27654303,677436,1
27655686,6763356,1
27658285,6457128,1
27663620,1434793,2
27664020,2354218,1
27667544,7993112,1
27667613,10134418,2
27670426,8324294,1
27676237,1166237,1
27676866,7883556,1
27677770,287491,1
27681002,8930453,1
27685744,189129,2
27685956,9022181,1
27689914,6014442,3
27690718,389491,1
27690802,6565577,2
27692744,947143,1
27696068,9514130,1
27697181,952340,1
27712061,1765983,2
27720310,790500,1
27727002,1530418,1
27728934,5806135,2
27733828,153271,4
27733909,2788934,1
27734000,9442012,1
27736686,1806869,1
27741629,113440,1
27741629,3390890,1
27744948,2455515,1
27745813,21159,4
27746956,8824781,1
27769288,3960243,2
27775655,6670569,1
27779283,2823476,1
27788548,2788932,1
27802472,94045,1
27805488,6064868,1
27815771,52883,1
27822066,6955349,1
27822066,8378893,1
27823346,141224,1
27831948,3044,1
27833580,6217025,1
27834135,7778620,1
27839626,6381138,1
27839746,6548646,3
27840098,4421720,1
27842993,4064618,1
27844858,10144074,3
27845098,42920,1
27845488,5378975,1
27846248,8356935,1
27847923,10148684,2
27847939,5535320,1
27851384,5373010,1
27854815,8841623,1
27858779,5545980,1
27880728,2829600,2
27881011,2752994,1
27885085,3828361,1
27893582,3413206,1
27896707,6154548,2
27897523,10160580,1
27897584,9643090,3
27899381,1408578,1
27899581,4689,1
27899581,339422,1
27900443,5807972,13
27901520,6131442,1
27906179,10162432,1
27910085,877616,1
27911062,5652491,1
27916112,2224787,1
27922691,7090779,2
27930445,8069134,1
27930623,1769841,1
27932959,218840,1
27936894,10154533,2
27937573,5263928,1
27938821,9485547,1
27939521,5422053,2
27941457,7043070,1
27944635,1457567,2
27945902,8943887,1
27946558,9636201,3
27947092,414409,2
27947708,683439,1
27948576,4148384,1
27949680,3013175,1
27951593,3621988,2
27951829,841388,1
27952521,2192930,1
27953405,2718133,1
27954634,9664245,1
27960100,157520,1
27976213,10048286,2
27977882,9255825,1
27977933,136007,2
27978780,10262377,2
27979993,6325631,1
27980067,6325631,1
27985956,9805522,1
27989628,372027,1
27990251,9361180,1
27992132,5001959,2
27999884,8701582,1
28001465,798778,1
28001861,8726826,4
28002536,3067317,1
28003253,1465568,1
28004674,7718596,1
28006164,36808,1
28006225,5500712,6
28008578,1991633,1
28009724,1934809,1
28010340,1577382,2
28010520,249117,1
28012363,434239,3
28014200,5606771,2
28014718,4140656,1
28018423,7127935,1
28020316,677436,1
28020580,3521597,1
28022004,1399332,1
28022077,2075310,1
28022976,4768816,1
28029674,1075619,4
28032980,6081541,1
28033620,1571048,1
28040555,5672800,1
28043560,2956172,1
28048763,150855,1
28049722,1280779,1
28051911,6133025,1
28054735,6635401,1
28056637,9712369,1
28056661,8714716,2
28057928,4865705,1
28059485,5642064,1
28059809,2825606,1
28060045,3710230,1
28060257,251248,1
28063675,10202265,1
28064757,8966018,2
28065647,1138820,1
28068237,8950354,1
28070100,74571,2
28070716,7366091,1
28072019,512573,1
28075659,10203160,1
28076477,3965903,1
28077075,10205208,1
28077836,102580,1
28083399,1787100,2
28090675,4181161,5
28101516,1699192,1
28108871,6833282,1
28109544,3388704,2
28111766,62708,3
28112598,2837221,1
28116086,3475751,1
28117924,6478,1
28118339,8173478,2
28122442,10163916,1
28122991,8469211,1
28123202,7603502,1
28140616,74308,2
28149978,7817509,2
28152187,7787407,1
28153594,6570945,1
28153948,2525683,1
28154502,6968123,1
28157780,46323,1
28158260,4873274,1
28159277,171043,1
28159475,10093273,2
28159605,10226456,1
28160579,2453862,1
28166542,9792856,1
28168069,3323703,1
28168527,60228,1
28171448,8347069,1
28173897,7234013,1
28173900,157093,2
28178347,6742515,1
28186451,697548,1
28192167,1981539,5
28193372,8516048,1
28199681,5962998,1
28201380,709247,2
28201627,231118,1
28202866,1016379,2
28203701,1016379,2
28203862,3119506,1
28203975,491171,1
28206813,8382048,2
28207995,6549198,1
28208090,10238445,1
28209234,841388,2
28209294,4535554,1
28209925,6355587,1
28210970,10238833,1
28212737,10239381,1
28213857,6133706,2
28214445,6257970,2
28215322,9289714,1
28215391,718710,1
28215910,945228,1
28217013,6742515,1
28217706,1314371,1
28218494,49754,1
28229892,8658959,2
28230641,25653,1
28235730,3532307,3
28237285,10234718,1
28238714,9118791,1
28242145,6188386,2
28242839,5294486,3
28245960,7595454,1
28246827,10247477,1
28248830,7242323,1
28249752,3884744,1
28249865,9809323,1
28250120,3599988,2
28251230,8853764,1
28251352,4008177,3
28254077,429706,6
28254325,1237357,1
28254547,101082,1
28255312,5704704,1
28258232,3241245,1
28258658,3112493,1
28260983,2021709,1
28261227,8207120,2
28269859,9216786,2
28271647,8430611,1
28271697,8430611,1
28273107,2188479,4
28275582,7637494,1
28275735,4368270,1
28276886,692265,1
28277457,3134745,2
28278313,7241368,1
28279262,98444,1
28279752,8376281,1
28280392,6529689,3
28280752,7047496,1
28280787,7047496,1
28281419,8854341,2
28282710,6130227,1
28284009,2159316,2
28285123,8146180,1
28286311,8347069,2
28286640,8228133,1
28289272,6742515,1
28289664,1652699,2
28290209,8856719,1
28292014,195179,1
28292022,7866761,1
28292130,965430,2
28302097,1782831,1
28309288,36808,1
28311409,10237245,2
28313408,7384339,1
28313450,6808940,1
28313768,306380,1
28314241,1266210,1
28315501,3157196,1
28317311,8182370,1
28317581,6291044,1
28319466,471685,1
28320255,451360,1
28320317,9298431,1
28321956,8660957,3
28322495,3190888,1
28325104,5153370,1
28327047,9539839,1
28328967,920217,3
28331016,6209299,2
28333790,9339421,1
28334170,1326811,2
28335773,1459612,1
28336819,6069593,1
28341661,7384339,1
28343735,8753701,1
28350031,10239510,1
28354602,94045,1
28354666,7387879,2
28356459,3991313,1
28356801,7487345,1
28357187,10273496,6
28357443,7575914,1
28357820,7310102,1
28358863,5892594,2
28360533,582878,2
28362304,121935,1
28363453,2286826,1
28364831,284143,2
28365135,7235644,1
28367645,458272,1
28368289,1026154,2
28368826,814322,1
28368906,597300,2
28369706,7384339,1
28370114,236910,1
28370207,3949252,7
28370316,9192640,2
28370383,9518552,1
28373474,87436,5
28375589,2809946,1
28382883,377691,1
28383560,5394641,1
28384550,5952569,3
28387948,416977,3
28390447,927418,2
28391980,2278582,1
28402488,7809663,3
28404306,6574372,2
28405862,4674581,2
28406300,2874368,2
28410918,8378888,1
28412275,720514,1
28412516,7354158,2
28413548,4063576,1
28415488,8562199,3
28416782,3777877,4
28419735,984870,1
28420979,889215,1
28421758,965580,1
28422062,7267713,2
28422819,943342,1
28424407,7623979,1
28425663,768321,1
28426815,58937,1
28428078,8061991,3
28430461,5787388,1
28434357,443245,1
28435190,4367771,3
28436458,709448,1
28437213,7483224,2
28441264,5609090,1
28442158,8172495,1
28447424,1337867,1
28447564,688110,1
28448365,519433,1
28451238,3730605,3
28452544,3130093,1
28452652,54422,2
28453037,1107779,1
28456309,900934,1
28456975,1743252,1
28457115,34314,2
28459354,10199419,1
28460218,9038488,1
28460492,501082,1
28460593,339433,1
28461053,7938534,2
28463415,1477455,2
28464039,1916193,1
28464320,946641,1
28464320,8741669,1
28464320,10296544,1
28464320,10299268,1
28464657,3692062,1
28464834,9533150,1
28465891,1750941,1
28467587,578549,1
28467768,5206088,1
28468140,43589,1
28468274,4368690,1
28468923,684117,3
28469652,2922097,1
28470344,6154548,2
28470789,2922097,1
28471338,6563769,1
28471970,2193434,1
28472734,1372932,1
28473168,4464082,1
28474720,10068043,3
28477784,6607768,1
28478834,3493763,3
28478929,19714,1
28478944,8802564,1
28481110,2867549,1
28482774,3433835,2
28488098,9713942,1
28488367,9877114,1
28488449,4251928,1
28488471,5942963,1
28488854,2507877,1
28489657,5985936,1
28489784,8893238,1
28489979,5706175,1
28490006,6324595,2
28490432,106587,1
28491274,8263721,1
28491408,6069593,1
28491996,5457597,1
28492157,1653275,1
28492762,952533,6
28493611,661330,1
28493821,1576857,1
28493883,9409473,1
28494918,7908057,1
28495174,1245473,1
28495624,1710847,1
28496881,2505852,3
28498113,501642,1
28504409,1431805,1
28505561,965430,1
28507256,7082786,1
28507862,6500800,1
28507874,10178018,1
28508978,553936,1
28513164,412807,1
28516522,10310054,3
28517428,20232,1
28517950,76367,1
28518336,6046418,2
28518572,8359983,1
28519068,155953,1
28519238,781073,1
28519471,6393201,1
28519555,1243537,1
28519640,4118674,1
28520835,9221683,2
28521029,2428282,2
28521289,8096032,1
28521524,5403148,2
28521568,4919272,1
28523417,2062827,1
28523545,8451865,1
28523648,7127407,1
28523661,5775205,1
28524073,5140097,1
28524925,10195800,1
28525122,10254849,1
28527147,10286468,1
28527603,7970490,1
28527820,5355937,5
28529596,6894155,1
28530222,8185253,2
28530546,2936543,1
28530776,7043070,1
28530868,1319333,2
28531105,1220710,1
28531445,2559195,1
28531556,1457540,1
28533537,935297,1
28533774,343265,2
28534313,7541381,1
28534956,3750649,1
28535857,5102553,1
28535863,3804282,1
28536680,8362393,3
28537702,212015,2
28538344,10004698,1
28538540,7187705,1
28539450,3357284,2
28540040,10313856,4
28540549,821695,1
28540757,4019937,1
28542559,3498059,1
28542720,9220074,1
28542904,6600123,2
28543105,168476,4
28543683,178734,4
28544148,296116,4
28544274,5055234,1
28544426,7805013,1
28544771,293720,1
28544805,5614801,2
28545508,7110160,1
28546174,10333267,1
28546246,375,2
28546397,24109,1
28546446,8338057,2
28546548,10325861,1
28547116,150887,1
28547499,1218561,4
28547673,3758824,1
28548276,1291511,1
28548328,69068,1
28548728,453622,1
28549025,7132034,2
28549258,33626,1
28550096,5967583,1
28550133,5068410,1
28550435,1476820,2
28550492,5857237,1
28550560,8218853,2
28550937,10100667,1
28551416,8658585,1
28551492,342554,1
28551531,9933603,1
28552156,348094,1
28553113,1551369,1
28554078,1326811,1
28554957,901816,2
28554993,7070394,1
28555160,6497705,1
28555690,303951,2
28555893,986543,1
28556360,310709,1
28557787,8646562,1
28558018,543483,1
28560302,5655775,1
28562333,5101884,1
28562428,1170565,1
28563619,5655775,3
28564984,74169,1
28568091,10332341,1
28568553,9959680,1
28569531,753460,1
28570090,8838361,1
28570150,97443,2
28570305,10332868,2
28570910,1167760,2
28571137,4108654,1
28571145,6111474,1
28571158,2868935,1
28571212,4108654,3
28571384,819213,2
28571587,3965903,1
28572292,6833682,1
28572633,6851146,2
28572674,9656280,1
28573050,1631077,2
28573105,3858935,1
28573657,510877,3
28573895,1623882,1
28574340,884093,1
28574433,887316,1
28574862,375,1
28575671,7219734,1
28575703,2259834,1
28575999,6462673,1
28576167,3216657,1
28576514,10334573,1
28577652,8340922,1
28578059,3820621,1
28579201,2475251,1
28579677,1056314,1
28580097,628429,1
28580397,475255,1
28580409,580225,2
28581993,3187503,1
28582002,9360129,1
28582477,69591,2
28585822,3733972,1
28586081,10168430,1
28586913,10125388,5
28588953,8841623,1
28589085,10338450,3
28589622,6069593,1
28591826,5456349,2
28595187,510877,2
28595435,6064408,4
28595466,1398544,2
28596332,8059250,1
28598602,1585025,3
28598724,24870,1
28599608,7184355,1
28601664,5117472,1
28602442,4080058,1
28603059,1513475,1
28603543,2160337,1
28603757,1889828,1
28604764,4961713,1
28604834,1680823,1
28605092,7299909,1
28605427,827324,4
28606142,900775,1
28606532,192891,3
28606962,149467,1
28607644,5412915,1
28607843,10330539,4
28608274,1952789,3
28608373,287220,1
28609047,7850165,2
28609230,2646487,1
28609472,6126661,1
28609731,2916016,4
28609910,900775,1
28609998,8441896,1
28610133,779307,1
28610369,358202,4
28610415,2565176,1
28610523,58760,1
28610547,6738431,1
28610560,242598,3
28611069,10298641,2
28611446,9217361,1
28611597,8152847,1
28611597,10272033,1
28611719,1760003,1
28612055,2695982,1
28612080,3664587,1
28612522,7957761,1
28612714,9774032,1
28613203,6484805,9
28613211,6159923,1
28613611,5973601,1
28613718,688464,1
28613776,4284104,1
28614339,5835336,1
28615103,10345188,3
28615167,7526014,1
28615195,183147,1
28615868,2461323,1
28616049,9373566,1
28616088,6831,1
28616410,7471,2
28616861,7902778,1
28616939,10003977,1
28617601,10345366,1
28617774,8119338,2
28618969,960411,1
28619818,109715,1
28620032,127667,1
28620211,735008,2
28620299,3259988,8
28620312,6232704,2
28620734,10346381,2
28621069,10345916,1
28621174,8905372,2
28623192,10346440,2
28625031,2935303,1
28625840,212015,1
28625867,3964764,1
28625970,5563373,1
28631940,7133556,3
28631947,5921707,2
28632361,6897135,1
28632608,1685474,2
28633224,5138409,6
28633342,3103577,2
28633990,6064408,2
28634007,5131886,1
28634222,8350185,1
28634384,4521848,1
28634424,2797747,1
28635182,5124519,2
28635375,10350323,1
28635402,428886,5
28635513,120830,2
28635890,9152315,2
28635941,6243348,1
28636657,2465791,1
28637357,109874,1
28638965,10351190,1
28639200,2359092,5
28639483,9657371,1
28639871,2001342,1
28639904,8479239,1
28639950,3519911,1
28640290,1284993,3
28640662,4196261,9
28641135,3289214,1
28641703,9119326,1
28641769,5664640,1
28642034,2868935,1
28642465,1524481,2
28642665,9353400,1
28642721,2937573,1
28642919,7391433,1
28643047,3675092,1
28643264,3465892,1
28643363,6474188,1
28643519,1692862,2
28643777,1803556,1
28644168,2483249,1
28644255,67381,1
28644664,1170565,3
28644710,10352499,1
28644972,9785624,1
28644972,9788541,1
28645077,5772019,1
28645091,864992,1
28645199,8388026,1
28645692,956386,1
28645692,5331106,1
28645826,8924713,2
28645832,1895281,1
28646094,2590908,1
28646347,8305550,1
28646555,6298185,1
28646975,1377,2
28647002,5925024,1
28647308,476440,3
28647496,194215,2
28647528,7316337,5
28647685,501082,1
28647997,9775118,2
28648040,6069593,2
28648343,3359009,1
28648528,137,12
28648586,9220038,2
28648808,854429,2
28648815,6455098,2
28648852,4867510,5
28648883,1285287,1
28649126,597089,2
28649235,8906777,1
28649263,606236,1
28649440,10296651,1
28649464,226950,1
28649581,1349353,1
28649593,8432323,1
28649829,10350891,5
28650038,1684950,20
28650418,3124443,4
28650454,10343829,1
28650471,6790201,1
28650485,2319207,1
28650616,7308591,1
28650635,127889,1
28650641,2031163,1
28650841,2327556,1
28651176,9589705,3
28651298,6914584,1
28651298,8176195,1
28651421,6392429,2
28651515,8699738,1
28652857,10161858,2
28652876,940465,3
28653103,1550925,1
28653107,5769356,1
28653140,3376600,1
28653186,705947,1
28653200,887316,1
28653536,1165609,1
28653566,2819398,4
28653599,8548034,1
28653992,8302001,2
28654233,529580,1
28654239,10351997,7
28654260,1165609,1
28654334,344861,1
28654546,7796312,1
28654719,10345259,1
28654922,4081361,1
28655105,9584913,1
28655113,6324595,1
28655268,613736,1
28655609,5010245,1
28656308,5185561,1
28656501,856635,1
28656590,2010424,1
28656871,5136633,1
28657214,6734064,3
28657371,6911419,2
28657383,1115865,1
28657466,4660659,1
28657642,388637,2
28657737,10355660,2
28657751,1181205,18
28657936,4685384,1
28657952,10344742,3
28658120,7701591,1
28658682,10238797,3
28659201,8204683,1
28659820,7959361,2
28660389,490574,1
28660671,316014,1
28660708,1906512,2
28660912,8946755,1
28661023,302282,1
28661304,9480650,1
28661427,10337495,2
28662138,514438,4
28662515,1912217,2
28662798,655838,1
28663198,4668188,1
28663473,7279452,1
28663515,5472291,1
28664499,9946341,1
28664614,1060921,4
28664750,3123221,3
28665128,1442822,1
28665140,10009240,1
28665709,5830534,2
28665748,299901,1
28665759,299901,3
28665904,10274077,1
28666633,1017605,3
28666777,8682846,1
28666839,5724907,1
28666884,569071,2
28666898,7566337,2
28666900,4037377,2
28667121,3270119,1
28667487,45936,2
28667688,3887896,1
28667691,9205456,1
28667818,1270790,1
28667976,9135474,1
28667990,7533168,1
28668128,10172901,2
28668433,3698644,1
28669115,10352573,6
28669146,5597157,4
28669435,6214365,18
28670161,5438380,2
28670185,7227500,2
28670194,9901767,3
28670264,574123,3
28670488,254896,1
28670845,810348,5
28670957,369807,2
28671124,236741,4
28671165,1161671,2
28671192,422381,1
28671245,1265899,2
28671282,9041575,2
28671397,9119953,1
28671399,5247280,1
28671402,8404759,2
28671681,6923339,1
28671701,7992035,1
28671714,2880929,1
28671838,10359605,1
28671919,1786821,1
28672074,984183,3
28672105,572844,2
28672165,55057,2
28672207,1505706,1
28672247,13564,2
28672516,3685160,1
28672554,4371011,2
28672670,171319,1
28672989,6306058,1
28673012,9870500,1
28673271,10360207,6
28673392,108685,1
28673499,624632,2
28673695,2237012,1
28673700,2678007,2
28673837,1221156,3
28673850,2391288,1
28673858,5633782,1
28673871,28543,1
28673876,2310588,2
28673882,6294120,1
28673893,3913977,1
28673915,1971604,1
28673982,8648335,1
28674069,9040052,1
28674076,842721,2
28674110,10321375,1
28674120,1436383,1
28674151,8825007,1
28674164,5409172,1
28674177,944319,4
28674263,6744175,1
28674338,1323536,1
28674349,3490660,1
28674489,1725397,1
28674491,10355294,2
28674532,10354058,1
28674603,4326912,1
28674650,3173496,2
28674656,9941464,2
28674787,2074134,3
28674794,2580575,1
28674828,469257,1
28674886,10298389,1
28674894,33424,4
28674974,1030442,2
28674978,5190468,1
28675026,10211138,1
28675054,867447,1
28675057,685076,1
28675131,10262489,1
28675157,4552789,9
28675188,5385642,1
28675197,6042296,1
28675268,4297022,1
28675293,2448227,1
28675308,5943087,1
28675414,5510799,1
28675501,1297496,8
28675537,3803209,1
28675554,1255675,1
28675638,1745420,1
28675656,10180288,1
28675663,5047684,2
28675693,9106885,2
28675707,10359335,3
28675709,5903372,1
28675712,9761181,1
28675713,341094,1
28675866,8495531,3
28675900,737657,1
28675935,10032418,1
28676004,3004839,1
28676081,8632167,3
28676091,7377220,1
28676110,3729290,2
28676122,5607465,1
28676124,5714523,3
28676137,7938534,1
28676149,2566314,2
28676190,961966,3
28676214,1471504,1
28676222,5775632,1
28676236,1734660,1
28676296,623282,1
28676298,10361004,2
28676299,1175058,1
28676316,5497144,1
28676343,6687729,1
28676383,9946341,3
28676431,4343808,1
28676483,4316306,2
28676506,1449778,2
28676524,5464110,1
28676548,568036,1
28676566,7841618,3
28676583,738363,1
28676586,10161953,6
28676639,6722411,2
28676647,98647,1
28676656,1922921,1
28676685,10273677,1
28676704,10361104,5
28676762,459007,1
28676780,10360991,1
28676842,2209144,4
28676854,2112033,6
28676860,204340,1
28676895,8592372,1
28676936,445867,2
28676937,4411839,1
28676949,9452791,1
28676958,7810348,1
28677028,10353590,1
28677045,552590,1
28677070,9135474,1
28677072,597617,1
28677080,613667,1
28677084,6914329,2
28677098,14097,1
28677118,144854,1
28677119,5912301,1
28677119,7540669,1
28677149,8077673,2
28677160,549519,1
28677192,10356405,2
28677207,211517,1
28677217,31769,3
28677218,7486809,12
28677219,1376714,3
28677238,253237,2
28677261,746282,1
28677282,8339280,2
28677283,10336437,14
28677288,9730086,2
28677292,9164881,1
28677313,1280497,1
28677316,7540669,2
28677357,6644994,2
28677361,7334469,4
28677363,5912301,1
28677368,9688418,8
28677380,2624386,1
28677388,3653809,1
28677419,10335052,1
28677427,2015190,8
28677428,7110446,1
28677431,1797056,1
28677442,10361273,2
28677445,6571378,1
28677451,950127,1
28677452,3631807,2
28677457,7256509,1
28677459,2011002,1
28677460,7460581,1
28677465,10085204,4
28677471,6106568,1
28677478,5696529,1
28677480,290457,1
28677485,5292662,1
28677491,4605543,1
28677492,4443263,4
28677493,5219176,2
28677494,720122,1
28677503,5434641,2
28677504,1542825,2
28677509,10358342,1
28677510,2373357,3
28677511,971991,1
28677524,9450064,1
28677525,833072,1
28677526,6867251,2
28677532,210848,1
28677535,2925915,2
28677537,9135474,2
28677540,1661812,2
28677548,5292662,2
28677555,8453899,1
28677556,1192362,1
28677558,7216884,1
28677563,50891,9
28677565,2547757,1
28677568,1244159,2
28677573,7576912,2
28677574,5623501,5
28677575,4269377,1
28677577,5570713,3
28677579,10225575,1
28677582,1749930,3
28677587,10361315,5
28677588,1611120,1
28677591,8236771,1
28677593,7517989,1
28677594,621389,1
28677596,4058771,1
28677601,6807088,1
28677604,52883,1
28677612,3459800,4
28677613,1508735,1
28677614,5308996,3
28677622,1313960,1
28677630,10233291,1
28677636,4074018,1
28677638,922196,3
28677639,10085204,1
28677642,1138857,1
28677643,7013073,1
28677644,4193711,2
28677645,7757751,2
28677648,1033976,1
28677650,732415,1
28677651,10361338,1
28677653,3996823,1
28677656,5853482,1
28677660,9946466,1
28677661,5623501,6
28677664,2987505,1
28677666,9262607,1
28677674,10361312,1
28677677,4381102,1
28677679,10263666,4
28677680,7698292,4
28677683,319465,1
28677687,10255598,1
28677700,4529377,2
28677701,4573144,8
28677702,1322515,2
28677704,954353,1
28677709,1608521,1
28677711,9452791,18
28677714,101800,7
28677716,8930578,1
28677718,6155064,1
28677720,7999524,1
28677726,6155064,2
28677727,7006585,1
28677730,7505204,1
28677735,1432111,1
28677736,534911,1
28677737,746500,1
28677746,1066439,1
28677758,1734986,3
28677761,9729053,1
28677762,1219467,1
28677764,10361298,1
28677766,3471313,3
28677767,5082532,1
28677769,5664046,1
28677779,877616,1
28677785,3091808,1
28677789,10323669,1
28677793,5640055,1
28677796,1616101,3
28677797,6062588,1
28677803,252278,1
28677804,725148,1
28677820,6807088,1
28677829,6807088,1
28677831,5853482,4
28677835,3084087,2
28677838,7517989,1
28677839,4343808,3
28677844,10361183,1
28677863,8518239,1
28677864,3867941,1
28677867,116447,1
28677872,1447922,4
28677878,7811180,1
28677880,1018160,1
28677880,5261908,1
28677884,602423,1
28677895,916259,1
28677902,7308591,1
28677903,211395,1
28677909,1572895,2
28677920,36131,1
28677927,220183,4
28677931,7116269,1
28677933,5520281,2
28677936,949494,1
28677946,2637020,4
28677952,10148214,2
28677957,6062588,1
28677962,514438,1
28677966,1665772,1
28677976,1714830,2
28677980,3579287,1
28677988,762456,1
28677997,1967266,2
28678001,19422,1
28678021,9828988,1
28678022,6767374,2
28678024,1370064,2
28678025,4712930,1
28678026,9262607,1
28678041,1690225,1
28678046,3289698,1
28678067,5056166,1
28678075,1714486,1
28678105,5569910,1
28678107,10340256,1
28678120,1643346,2
28678122,54178,1
28678145,2287714,1
28678147,5881611,1
28678173,8819701,1
28678176,4153853,1
28678194,8518239,1
